-----------------------------------------
-----------------------------------------
-----------------------------------------
-----------------------------------------
1,2.41789
2,14.25317
3,8.09088
4,5.97657
5,7.95396
6,24.81864
7,26.07796
8,18.77860
9,9.63611
10,9.53724
11,4.60903
12,3.61680
13,3.16406
14,2.67888
15,2.84347
16,2.66069
17,2.34421
18,2.75851
19,3.20026
20,4.39037
21,2.43825
22,2.34390
23,2.52816
24,2.74660
25,2.42637
26,2.39123
27,2.34543
28,2.58338
29,2.32623
30,2.33141
31,3.56289
32,2.33276
33,3.29709
34,3.12971
35,14.35166
36,7.45785
37,3.24075
38,2.98158
39,3.53532
40,2.79731
41,2.44322
42,3.41085
43,2.53031
44,2.82983
45,2.74621
46,2.94750
47,2.88596
48,2.49355
49,2.46926
50,2.31401
51,2.37591
52,2.40709
53,2.48920
54,2.74156
55,2.25995
56,2.67114
57,2.30062
58,2.29698
59,2.53304
60,2.49184
61,2.47879
62,2.43549
63,2.33735
64,2.29695
65,2.31843
66,2.39820
67,2.33380
68,2.60320
69,2.31756
70,2.28937
71,2.38833
72,2.34553
73,2.44748
74,2.35264
75,2.31039
76,2.31630
77,2.33057
78,2.31390
79,2.30312
80,2.29819
81,2.30189
82,2.35241
83,2.31979
84,2.32392
85,2.29156
86,2.32348
87,2.39532
88,2.41064
89,2.32484
90,2.30872
91,2.29438
92,2.30695
93,2.37835
94,2.31256
95,2.35605
96,2.30366
97,2.30872
98,2.29392
99,2.33317
100,2.32105
101,2.29257
102,2.30166
103,2.30264
104,2.32167
105,2.27728
106,2.32624
107,2.32566
108,2.30640
109,2.31972
110,2.28848
111,2.32584
112,2.28769
113,2.28317
114,2.31910
115,2.29301
116,2.31484
117,2.33136
118,2.31259
119,2.32340
120,2.31987
121,2.31751
122,2.28468
123,2.30465
124,2.30520
125,2.31710
126,2.32167
127,2.34158
128,2.30519
129,2.31254
130,2.31343
131,2.31541
132,2.32130
133,2.29710
134,2.32829
135,2.30342
136,2.30066
137,2.30465
138,2.29697
139,2.30311
140,2.33092
141,2.33925
142,2.31850
143,2.28462
144,2.33664
145,2.32544
146,2.29822
147,2.28775
148,2.32568
149,2.31399
150,2.29066
151,2.33525
152,2.29824
153,2.30018
154,2.30187
155,2.30423
156,2.35115
157,2.33541
158,2.30505
159,2.32837
160,2.29879
161,2.29401
162,2.31203
163,2.30932
164,2.28010
165,2.28362
166,2.30548
167,2.33034
168,2.31277
169,2.29507
170,2.28765
171,2.27168
172,2.29883
173,2.33214
174,2.29838
175,2.31544
176,2.29363
177,2.29749
178,2.27989
179,2.30289
180,2.32054
181,2.34112
182,2.28278
183,2.30386
184,2.34282
185,2.33561
186,2.33928
187,2.29809
188,2.33450
189,2.32554
190,2.29120
191,2.29433
192,2.29208
193,2.30840
194,2.29527
195,2.27761
196,2.28503
197,2.29507
198,2.28335
199,2.30504
200,2.30817
201,2.31375
202,2.28760
203,2.28833
204,2.30658
205,2.29401
206,2.30506
207,2.31059
208,2.28001
209,2.31031
210,2.27237
211,2.26881
212,2.27931
213,2.28275
214,2.32637
215,2.31943
216,2.26440
217,2.28925
218,2.27428
219,2.27974
220,2.25580
221,2.26532
222,2.29416
223,2.32470
224,2.25888
225,2.29345
226,2.26319
227,2.28004
228,2.23833
229,2.30265
230,2.24675
231,2.29795
232,2.25906
233,2.25873
234,2.23961
235,2.33088
236,2.29139
237,2.25454
238,2.25241
239,2.28920
240,2.27509
241,2.30167
242,2.21631
243,2.26491
244,2.32488
245,2.26978
246,2.28647
247,2.27752
248,2.26493
249,2.27622
250,2.22428
251,2.26159
252,2.26594
253,2.25378
254,2.23534
255,2.23021
256,2.23235
257,2.19405
258,2.22804
259,2.24024
260,2.29746
261,2.21751
262,2.27622
263,2.20934
264,2.20852
265,2.23967
266,2.23527
267,2.16758
268,2.18947
269,2.24702
270,2.10984
271,2.09974
272,2.19449
273,2.16168
274,2.26935
275,2.13763
276,2.12294
277,2.12308
278,2.17534
279,2.16224
280,2.24538
281,2.14830
282,2.18220
283,2.08262
284,2.12687
285,2.19851
286,2.14913
287,2.15304
288,2.06378
289,2.12951
290,2.08581
291,2.11996
292,2.11814
293,2.13158
294,2.05269
295,2.01416
296,2.09077
297,2.14578
298,2.09440
299,2.18680
300,2.14291
301,2.03027
302,2.10443
303,2.09185
304,2.16547
305,2.11923
306,2.05927
307,1.99941
308,2.19237
309,2.23038
310,2.10831
311,2.13343
312,2.14418
313,2.08599
314,2.06310
315,2.05147
316,2.10317
317,2.06303
318,2.01983
319,2.07811
320,2.03819
321,2.01762
322,2.08276
323,2.09511
324,2.08024
325,2.07353
326,2.04123
327,2.08702
328,2.11705
329,2.03386
330,1.99513
331,2.12144
332,1.99862
333,2.09623
334,2.08300
335,2.08747
336,2.01983
337,1.95983
338,2.14130
339,1.98915
340,2.06144
341,2.11273
342,2.11499
343,2.06492
344,2.10108
345,2.10175
346,1.97903
347,2.10565
348,2.02716
349,2.10161
350,1.97335
351,1.97205
352,1.99390
353,2.04042
354,2.11929
355,2.01852
356,2.07043
357,2.08789
358,1.99033
359,2.03653
360,2.08785
361,2.02926
362,2.10330
363,2.01294
364,1.98624
365,2.04162
366,2.02519
367,2.02402
368,2.10282
369,2.01871
370,2.04987
371,1.99243
372,1.97421
373,2.01375
374,1.99414
375,1.99414
376,1.96233
377,1.98501
378,2.02659
379,1.94508
380,2.00103
381,1.92273
382,1.92783
383,2.10601
384,2.01976
385,1.99456
386,1.92575
387,2.03802
388,2.04624
389,1.99881
390,2.01403
391,2.05127
392,2.06107
393,1.97239
394,1.96397
395,1.98772
396,1.94005
397,1.95842
398,1.95133
399,2.12027
400,2.03649
401,2.04100
402,1.97931
403,1.98275
404,2.00707
405,1.90243
406,2.01093
407,2.02867
408,1.97487
409,2.04870
410,2.01040
411,1.97974
412,1.94923
413,1.89040
414,1.96694
415,2.08558
416,2.06472
417,2.00886
418,1.98630
419,2.03491
420,1.94255
421,1.97600
422,1.99040
423,2.00853
424,1.95671
425,1.92607
426,1.89210
427,2.04665
428,1.97577
429,1.87954
430,1.96497
431,2.10296
432,1.93966
433,1.91750
434,1.91581
435,1.98679
436,2.02399
437,2.01412
438,1.98567
439,1.86496
440,1.88608
441,1.88642
442,1.92660
443,2.00565
444,1.96599
445,1.88410
446,2.03378
447,1.78944
448,1.97694
449,2.09753
450,1.94621
451,2.04287
452,1.99983
453,1.82037
454,1.98047
455,1.98687
456,2.06502
457,1.92177
458,1.96504
459,2.05849
460,1.97303
461,1.99539
462,1.92634
463,1.93850
464,1.95028
465,2.08771
466,1.86863
467,2.04309
468,1.98149
469,1.93790
470,1.83879
471,2.02070
472,2.01944
473,2.00391
474,2.01737
475,1.96225
476,1.90221
477,1.99782
478,1.91550
479,1.91659
480,1.93980
481,1.90941
482,1.96898
483,1.99180
484,2.00035
485,1.87925
486,1.91029
487,2.01218
488,1.87878
489,1.91690
490,1.89873
491,2.00553
492,1.98602
493,1.94018
494,2.01887
495,1.98610
496,1.94881
497,2.00085
498,2.04378
499,1.91805
500,2.03381
501,1.90840
502,1.98908
503,1.92331
504,2.02313
505,2.06728
506,1.95763
507,1.96672
508,2.02778
509,2.04590
510,1.98360
511,1.92377
512,1.98692
513,1.99314
514,1.81733
515,2.00903
516,2.00266
517,1.98862
518,1.95720
519,1.97432
520,1.98420
521,1.97837
522,1.88605
523,1.80700
524,1.98243
525,1.96544
526,2.00703
527,2.00863
528,1.84345
529,1.98516
530,1.98969
531,1.94121
532,1.90066
533,2.03293
534,1.90301
